city,state_id,state_name,county_name,lat,lng,zips,status,date_completed
Saratoga,IN,Indiana,Randolph,40.2368,-84.9159,47394 47382,,
Brainards,NJ,New Jersey,Warren,40.7718,-75.1699,8865,,
Garland,AR,Arkansas,Miller,33.3609,-93.7142,71839,,
Midway,TX,Texas,Madison,31.0252,-95.7539,75852,,
Shady Dale,GA,Georgia,Jasper,33.4007,-83.5881,31085,,
Waco,NE,Nebraska,York,40.897,-97.4614,68460,,
Berkey,OH,Ohio,Lucas,41.7084,-83.8383,43504,,
Sandy Point,TX,Texas,Brazoria,29.4013,-95.4816,77583,,
The Plains,VA,Virginia,Fauquier,38.8621,-77.7741,20198,,
Parc,NY,New York,Clinton,44.6639,-73.453,12901,,
Springview,NE,Nebraska,Keya Paha,42.8249,-99.7475,68778,,
New Riegel,OH,Ohio,Seneca,41.0519,-83.319,44853,,
Glenwood,IN,Indiana,Rush,39.6256,-85.3025,46133,,
Lexington,OR,Oregon,Morrow,45.4462,-119.6879,97839,,
Michigamme,MI,Michigan,Marquette,46.5334,-88.0627,49861,,
Peoria,CO,Colorado,Arapahoe,39.6649,-104.1456,80103,,
Newtown,PA,Pennsylvania,Schuylkill,40.6529,-76.3461,17981,,
Bluebell,UT,Utah,Duchesne,40.3576,-110.2232,84007,,
Lake Lillian,MN,Minnesota,Kandiyohi,44.9458,-94.88,56253,,
Upper Kalskag,AK,Alaska,Bethel,61.5416,-160.3337,99607,,
Carl,GA,Georgia,Barrow,34.0046,-83.8128,30011 30680,,
Fredonia,IA,Iowa,Louisa,41.2844,-91.3397,52738,,
Gorst,WA,Washington,Kitsap,47.5237,-122.7057,98312 98367,,
Bethune,CO,Colorado,Kit Carson,39.3038,-102.4234,80805,,
Cashtown,PA,Pennsylvania,Adams,39.8837,-77.3533,17353 17307 17343 17310,,
Bronaugh,MO,Missouri,Vernon,37.694,-94.4683,64728,,
Little Creek,DE,Delaware,Kent,39.1664,-75.4483,19901,,
Cypress,IL,Illinois,Johnson,37.3655,-89.0187,62923,,
Interlaken,UT,Utah,Wasatch,40.5413,-111.4749,84049,,
Sanders,KY,Kentucky,Carroll,38.6549,-84.9466,41083,,
Williams,IN,Indiana,Lawrence,38.8147,-86.6446,47470,,
Peetz,CO,Colorado,Logan,40.9617,-103.1139,80747,,
Twin Lakes,MN,Minnesota,Mahnomen,47.2261,-95.6555,56589 56566,,
Orient,OH,Ohio,Pickaway,39.8056,-83.1528,43146,,
Twin Lakes,IA,Iowa,Calhoun,42.4775,-94.6354,50563 50579,,
New Harmony,UT,Utah,Washington,37.4803,-113.3096,84757,,
Mount Eaton,OH,Ohio,Wayne,40.6946,-81.7021,44606 44659 44662,,
North Bay,WI,Wisconsin,Racine,42.7644,-87.7812,53402,,
Radisson,WI,Wisconsin,Sawyer,45.7684,-91.2179,54867,,
Wolverine,MI,Michigan,Cheboygan,45.2732,-84.6052,49799,,
Sandy Hook,MD,Maryland,Washington,39.3284,-77.7052,21758,,
Ryegate,MT,Montana,Golden Valley,46.2985,-109.2538,59074,,
Henning,IL,Illinois,Vermilion,40.3069,-87.701,61865 61811 61848,,
Creswell,NC,North Carolina,Washington,35.8743,-76.4032,27928,,
Liberty,PA,Pennsylvania,Tioga,41.5585,-77.1054,16930,,
Vallecito,CA,California,Calaveras,38.074,-120.4564,95251,,
Candelero Abajo,PR,Puerto Rico,Humacao,18.0943,-65.8165,791,,
Donnelly,MN,Minnesota,Stevens,45.6895,-96.0143,56235,,
Prompton,PA,Pennsylvania,Wayne,41.5891,-75.3275,18456,,
Bone Gap,IL,Illinois,Edwards,38.4449,-87.9976,62815,,
Alsea,OR,Oregon,Benton,44.3818,-123.5958,97324,,
Galisteo,NM,New Mexico,Santa Fe,35.395,-105.9569,87540,,
Kangley,IL,Illinois,LaSalle,41.148,-88.8722,61364,,
Easton,MO,Missouri,Buchanan,39.7226,-94.6403,64443,,
Walton,KS,Kansas,Harvey,38.1193,-97.2582,67151,,
Pachuta,MS,Mississippi,Clarke,32.0441,-88.8844,39347,,
Boones Mill,VA,Virginia,Franklin,37.1156,-79.9514,24065,,
E. Lopez,TX,Texas,Starr,26.3087,-98.6378,78582,,
Fenton,IA,Iowa,Kossuth,43.2181,-94.428,50539,,
Martinsburg,OH,Ohio,Knox,40.2695,-82.3545,43080 43037,,
Kipton,OH,Ohio,Lorain,41.2665,-82.3039,44049 44074,,
Concord,AR,Arkansas,Cleburne,35.6625,-91.849,72523,,
Nason,IL,Illinois,Jefferson,38.176,-88.9662,62816,,
Manor Creek,KY,Kentucky,Jefferson,38.2981,-85.5873,40241,,
Bison,KS,Kansas,Rush,38.5199,-99.1979,67520,,
Denton,MT,Montana,Fergus,47.3222,-109.9481,59430,,
Leavenworth,IN,Indiana,Crawford,38.1994,-86.3451,47137,,
Oak Ridge,MO,Missouri,Cape Girardeau,37.4987,-89.73,63755 63769,,
McCutchenville,OH,Ohio,Seneca,40.9944,-83.2547,44844,,
Summer Shade,KY,Kentucky,Metcalfe,36.8836,-85.7098,42166,,
Mount Carmel,SC,South Carolina,McCormick,34.0185,-82.5044,29840,,
Rabbit Hash,KY,Kentucky,Boone,38.924,-84.8503,41091 41005,,
Clyde,NJ,New Jersey,Somerset,40.4874,-74.5132,8873,,
Aspers,PA,Pennsylvania,Adams,39.9764,-77.226,17304,,
Duane Lake,NY,New York,Schenectady,42.7526,-74.1089,12056,,
Bessemer Bend,WY,Wyoming,Natrona,42.7576,-106.5237,82604,,
Western,NE,Nebraska,Saline,40.3931,-97.1984,68464,,
Crystal Lake,IA,Iowa,Hancock,43.223,-93.7927,50432,,
Woodland Hills,NE,Nebraska,Otoe,40.7511,-96.421,68347,,
Applegate,MI,Michigan,Sanilac,43.3554,-82.6371,48401,,
Gilby,ND,North Dakota,Grand Forks,48.0834,-97.468,58235,,
Pontiac,MO,Missouri,Ozark,36.5166,-92.6037,65729,,
Orchard Hill,GA,Georgia,Spalding,33.1851,-84.2123,30224,,
Cromwell,MN,Minnesota,Carlton,46.6795,-92.873,55726,,
Venice,LA,Louisiana,Plaquemines,29.2875,-89.3637,70091,,
Stites,ID,Idaho,Idaho,46.0924,-115.9763,83552,,
Bardolph,IL,Illinois,McDonough,40.4959,-90.5631,61455 61416,,
Chesterville,OH,Ohio,Morrow,40.4777,-82.6818,43338 43317,,
Coldiron,KY,Kentucky,Harlan,36.8279,-83.4529,40819 40873,,
Springfield,WV,West Virginia,Hampshire,39.4449,-78.6977,26763,,
Rogersville,PA,Pennsylvania,Greene,39.8807,-80.2693,15364 15370 15359,,
Alto Bonito Heights,TX,Texas,Starr,26.3158,-98.6413,78582,,
Macdona,TX,Texas,Bexar,29.3205,-98.6973,78002 78054,,
Basin,MT,Montana,Jefferson,46.2834,-112.2871,59631,,
New Post,WI,Wisconsin,Sawyer,45.8965,-91.193,54843 54828,,
Jennings,MD,Maryland,Garrett,39.6487,-79.1835,21536,,
Ackerly,TX,Texas,Dawson,32.5251,-101.7158,79713,,
Staplehurst,NE,Nebraska,Seward,40.9747,-97.173,68439,,
Lemon Cove,CA,California,Tulare,36.379,-119.0312,93244,,
Bigelow,MN,Minnesota,Nobles,43.5053,-95.6892,56117,,
Warfield,KY,Kentucky,Martin,37.8415,-82.4224,41267,,
Severy,KS,Kansas,Greenwood,37.6219,-96.2275,67137,,
Nixon,NV,Nevada,Washoe,39.828,-119.3589,89424 89510,,
Kit Carson,CO,Colorado,Cheyenne,38.7628,-102.7954,80825,,
Saxis,VA,Virginia,Accomack,37.9261,-75.7224,23427,,
Pawnee Rock,KS,Kansas,Barton,38.2649,-98.9823,67567,,
Rico,CO,Colorado,Dolores,37.6891,-108.0318,81332,,
Jerico Springs,MO,Missouri,Cedar,37.6197,-94.0113,64756,,
Branch,LA,Louisiana,Acadia,30.348,-92.2771,70516,,
Center Point,IN,Indiana,Clay,39.4154,-87.0752,47840,,
Tamaha,OK,Oklahoma,Haskell,35.4059,-95.0181,74462,,
Madrid,NE,Nebraska,Perkins,40.8525,-101.5278,69150,,
Elm Grove,OK,Oklahoma,Adair,35.7925,-94.563,74960,,
Laurel,IA,Iowa,Marshall,41.8841,-92.9222,50141,,
Hobson,MT,Montana,Judith Basin,46.9996,-109.8732,59452,,
Roaring Springs,TX,Texas,Motley,33.8992,-100.8561,79256,,
Callaway,MN,Minnesota,Becker,46.982,-95.912,56521,,
Leonard,ND,North Dakota,Cass,46.6523,-97.2499,58052,,
Vina,CA,California,Tehama,39.9343,-122.0518,96092,,
Pavillion,WY,Wyoming,Fremont,43.244,-108.689,82523,,
Crossgate,KY,Kentucky,Jefferson,38.2793,-85.6296,40222,,
Goldsboro,MD,Maryland,Caroline,39.0317,-75.7821,21636,,
Darling,MS,Mississippi,Quitman,34.3591,-90.2754,38623,,
Rensselaer,MO,Missouri,Ralls,39.6692,-91.5387,63401,,
Lenora,KS,Kansas,Norton,39.6109,-100.0015,67645,,
Oliver,GA,Georgia,Screven,32.5214,-81.5331,30449 30446,,
Kistler,WV,West Virginia,Logan,37.7656,-81.8578,25628,,
Roosevelt,OK,Oklahoma,Kiowa,34.8477,-99.0227,73564,,
Fitzhugh,OK,Oklahoma,Pontotoc,34.6581,-96.7665,74843,,
White City,IL,Illinois,Macoupin,39.0716,-89.7637,62069,,
Grinnell,KS,Kansas,Gove,39.1266,-100.6311,67738,,
Pyatt,AR,Arkansas,Marion,36.2509,-92.8443,72672,,
Pungoteague,VA,Virginia,Accomack,37.6291,-75.8172,23420 23422,,
Page,ND,North Dakota,Cass,47.1592,-97.5681,58064,,
Trent,SD,South Dakota,Moody,43.9063,-96.6578,57065,,
Scranton,AR,Arkansas,Logan,35.3606,-93.5394,72863,,
Paton,IA,Iowa,Greene,42.1642,-94.2551,50217,,
Greenview,CA,California,Siskiyou,41.5471,-122.9185,96037,,
Seneca,OR,Oregon,Grant,44.1352,-118.9763,97873,,
Cullomburg,AL,Alabama,Choctaw,31.7131,-88.2917,36919,,
Roopville,GA,Georgia,Carroll,33.4567,-85.1304,30170,,
Plaucheville,LA,Louisiana,Avoyelles,30.9647,-91.9837,71362,,
Pease,MN,Minnesota,Mille Lacs,45.6995,-93.6491,56353 56363,,
Forsan,TX,Texas,Howard,32.1104,-101.3668,79733,,
Yorkana,PA,Pennsylvania,York,39.976,-76.5846,17406,,
Fredonia,AL,Alabama,Chambers,32.9861,-85.2912,36855 36863,,
Rockford,ID,Idaho,Bingham,43.1892,-112.5306,83221,,
Kings Point,MT,Montana,Lake,47.7634,-114.1498,59860,,
Dos Palos Y,CA,California,Merced,37.0466,-120.6394,93620,,
Unionville Center,OH,Ohio,Union,40.1368,-83.3416,43077,,
Buckner,AR,Arkansas,Lafayette,33.3572,-93.4358,71827,,
Emma,MO,Missouri,Saline,38.9751,-93.495,65327 64020,,
Amsterdam,MO,Missouri,Bates,38.3495,-94.589,64723,,
Creston,WA,Washington,Lincoln,47.7594,-118.5201,99117,,
Grandin,MO,Missouri,Carter,36.8308,-90.8221,63943,,
Nilwood,IL,Illinois,Macoupin,39.3995,-89.8077,62672,,
Campbell Station,AR,Arkansas,Jackson,35.6678,-91.2538,72112 72473,,
Miguel Barrera,TX,Texas,Starr,26.412,-98.9216,78582,,
Olancha,CA,California,Inyo,36.2704,-118.0015,93549,,
Seagrove,NC,North Carolina,Randolph,35.5399,-79.7788,27341,,
Darbyville,OH,Ohio,Pickaway,39.6957,-83.1139,43146 43164,,
Gary,SD,South Dakota,Deuel,44.7941,-96.4574,57237,,
Horn Hill,AL,Alabama,Covington,31.2382,-86.3211,36467,,
Caroline,WI,Wisconsin,Shawano,44.722,-88.8948,54928,,
Orason,TX,Texas,Cameron,26.0742,-97.4458,78566,,
Lexington,GA,Georgia,Oglethorpe,33.87,-83.1101,30648,,
St. Francis,AR,Arkansas,Clay,36.4556,-90.1428,72464 72454,,
Benedict,NE,Nebraska,York,41.0063,-97.6073,68316,,
Summit,UT,Utah,Iron,37.8013,-112.935,84772,,
Olar,SC,South Carolina,Bamberg,33.1799,-81.1854,29843,,
Pamplin City,VA,Virginia,Appomattox,37.2642,-78.682,23958,,
North Hartland,VT,Vermont,Windsor,43.5936,-72.3578,5052,,
Momeyer,NC,North Carolina,Nash,35.9592,-78.0511,27856,,
Catarina,TX,Texas,Dimmit,28.3499,-99.6161,78836,,
Mesa Vista,CA,California,Alpine,38.8103,-119.8033,96120,,
Elrosa,MN,Minnesota,Stearns,45.5629,-94.9472,56325 56312,,
Holcombe,WI,Wisconsin,Chippewa,45.2261,-91.1217,54745,,
Spring Lake,IN,Indiana,Hancock,39.7767,-85.8536,46140,,
Keene,CA,California,Kern,35.233,-118.6103,93531,,
Kirbyville,MO,Missouri,Taney,36.6294,-93.1568,65679 65616,,
Barrera,TX,Texas,Starr,26.3925,-98.8985,78582,,
Omaha,IL,Illinois,Gallatin,37.8901,-88.3053,62871,,
Sperryville,VA,Virginia,Rappahannock,38.6562,-78.2322,22740,,
Willow Hill,IL,Illinois,Jasper,38.9958,-88.0218,62480,,
Napoleon,IN,Indiana,Ripley,39.2039,-85.3272,47006 47034 47037,,
Clam Gulch,AK,Alaska,Kenai Peninsula,60.2001,-151.3939,99568,,
Walnut,KS,Kansas,Crawford,37.6018,-95.0742,66780,,
Kite,GA,Georgia,Johnson,32.6921,-82.5136,31049,,
Fort Laramie,WY,Wyoming,Goshen,42.2133,-104.5178,82212,,
Lima,MT,Montana,Beaverhead,44.6384,-112.5919,59739,,
Frontenac,MN,Minnesota,Goodhue,44.5061,-92.3511,55026 55066 55041,,
Phippsburg,CO,Colorado,Routt,40.2301,-106.9509,80469,,
Smithland,IA,Iowa,Woodbury,42.2289,-95.9312,51056,,
Cedar Hill Lakes,MO,Missouri,Jefferson,38.3299,-90.6577,63016,,
Packwood,IA,Iowa,Jefferson,41.1327,-92.0825,52580,,
Lake Wilson,MN,Minnesota,Murray,43.9953,-95.9533,56151,,
New Columbus,PA,Pennsylvania,Luzerne,41.1732,-76.287,17878,,
Glen Campbell,PA,Pennsylvania,Indiana,40.8197,-78.8297,15742,,
Flensburg,MN,Minnesota,Morrison,45.948,-94.5301,56328 56345 56382,,
Hoople,ND,North Dakota,Walsh,48.5358,-97.639,58243,,
Morrill,KS,Kansas,Brown,39.9293,-95.6944,66515,,
Creola,LA,Louisiana,Grant,31.43,-92.4828,71423,,
Marathon,IA,Iowa,Buena Vista,42.8602,-94.9829,50565,,
Bakersfield,MO,Missouri,Ozark,36.5239,-92.1442,65609,,
Point Lay,AK,Alaska,North Slope,69.7442,-162.8678,99759,,
La Presa,TX,Texas,Webb,27.3995,-99.4374,78046,,
Ambia,IN,Indiana,Benton,40.4894,-87.5165,47917,,
Belknap,MT,Montana,Sanders,47.6472,-115.4222,59873,,
Reading,KS,Kansas,Lyon,38.5191,-95.9572,66868,,
Waldorf,MN,Minnesota,Waseca,43.9332,-93.6976,56091,,
Valle Crucis,NC,North Carolina,Watauga,36.2074,-81.786,28604 28679,,
Nebo,KY,Kentucky,Hopkins,37.3832,-87.6416,42441,,
Lanare,CA,California,Fresno,36.4377,-119.9322,93656,,
Greenwood,IL,Illinois,McHenry,42.3911,-88.3898,60097 60098,,
Darden,TN,Tennessee,Henderson,35.6384,-88.2261,38351 38328,,
Sherwood,ND,North Dakota,Renville,48.9619,-101.6328,58782,,
Elbing,KS,Kansas,Butler,38.0534,-97.1283,67041,,
Fort Green,FL,Florida,Hardee,27.6255,-81.9397,33834,,
Leland,MI,Michigan,Leelanau,45.0214,-85.7576,49654,,
Blanford,IN,Indiana,Vermillion,39.667,-87.5203,47842,,
Gratiot,WI,Wisconsin,Lafayette,42.5799,-90.0238,53541,,
Sweden Valley,PA,Pennsylvania,Potter,41.7594,-77.9538,16915,,
Bonanza Mountain Estates,CO,Colorado,Boulder,39.9768,-105.4797,80466,,
Wakarusa,KS,Kansas,Shawnee,38.8911,-95.6999,66546,,
Blue,OK,Oklahoma,Bryan,33.9899,-96.2304,74701 74726,,
Gila,NM,New Mexico,Grant,32.9485,-108.5762,88028 88061 88038,,
Corinth,KY,Kentucky,Grant,38.4997,-84.6032,41010,,
East Pleasant View,CO,Colorado,Jefferson,39.7279,-105.1572,80401,,
Asbury,NJ,New Jersey,Warren,40.7003,-75.0121,8802,,
Snake Creek,OK,Oklahoma,Mayes,36.1786,-95.0937,74352,,
Ravenna,TX,Texas,Fannin,33.6705,-96.2409,75476,,
Louisville,KS,Kansas,Pottawatomie,39.2499,-96.3145,66547,,
Elba,NE,Nebraska,Howard,41.2853,-98.5693,68835,,
Munson,FL,Florida,Santa Rosa,30.8418,-86.887,32570,,
Rexford,KS,Kansas,Thomas,39.4705,-100.744,67753,,
Avera,GA,Georgia,Jefferson,33.1934,-82.5287,30803,,
Maxeys,GA,Georgia,Oglethorpe,33.7555,-83.1737,30667,,
Three Mile Bay,NY,New York,Jefferson,44.0829,-76.1983,13693 13622,,
Nisland,SD,South Dakota,Butte,44.6731,-103.5539,57762,,
Salladasburg,PA,Pennsylvania,Lycoming,41.2783,-77.2274,17740,,
Griffithville,AR,Arkansas,White,35.1233,-91.6447,72060,,
Robinson,KS,Kansas,Brown,39.8153,-95.4114,66532,,
Forest City,IL,Illinois,Mason,40.3723,-89.8325,61567 61532,,
Henrieville,UT,Utah,Garfield,37.5638,-112.002,84736,,
Detroit,OR,Oregon,Marion,44.7338,-122.1512,97342,,
East Hope,ID,Idaho,Bonner,48.2414,-116.2913,83836,,
Minnewaukan,ND,North Dakota,Benson,48.0761,-99.2607,58351,,
Twilight,PA,Pennsylvania,Washington,40.1158,-79.8936,15022,,
Kawela Bay,HI,Hawaii,Honolulu,21.6991,-158.0026,96731,,
Troutville,PA,Pennsylvania,Clearfield,41.0259,-78.7863,15866,,
Lane,KS,Kansas,Franklin,38.4397,-95.0818,66042,,
Fronton,TX,Texas,Starr,26.4256,-99.0762,78584,,
Ballantine,MT,Montana,Yellowstone,45.9511,-108.1428,59006,,
Pollock,SD,South Dakota,Campbell,45.9005,-100.2885,57648,,
Rifton,NY,New York,Ulster,41.8288,-74.0381,12561 12471 12487,,
Owendale,MI,Michigan,Huron,43.7273,-83.2671,48754,,
Portersville,PA,Pennsylvania,Butler,40.9244,-80.1469,16051,,
Mehama,OR,Oregon,Marion,44.7914,-122.6305,97383 97384,,
Painter,VA,Virginia,Accomack,37.5852,-75.7837,23420,,
Lakeview Heights,KY,Kentucky,Rowan,38.152,-83.5043,40351,,
Taylorsville,GA,Georgia,Bartow,34.086,-84.9876,30178,,
Pottawattamie Park,IN,Indiana,LaPorte,41.7233,-86.8671,46360,,
Bethany,PA,Pennsylvania,Wayne,41.6143,-75.2872,18431,,
Rogers,OH,Ohio,Columbiana,40.7897,-80.6275,44455,,
Creedmoor,TX,Texas,Travis,30.0943,-97.7431,78610,,
Walloon Lake,MI,Michigan,Charlevoix,45.2719,-84.9413,49796 49713,,
Dadeville,MO,Missouri,Dade,37.4791,-93.6738,65635,,
Burna,KY,Kentucky,Livingston,37.2456,-88.3589,42028,,
Pymatuning North,PA,Pennsylvania,Crawford,41.6659,-80.4648,16424,,
Losantville,IN,Indiana,Randolph,40.0236,-85.1835,47354,,
Cobalt,MO,Missouri,Madison,37.5454,-90.2876,63645,,
Hubbard,NE,Nebraska,Dakota,42.3859,-96.5915,68741,,
Mineola,IA,Iowa,Mills,41.1414,-95.6948,51554,,
Lake Almanor West,CA,California,Plumas,40.2336,-121.2021,96020,,
La Ward,TX,Texas,Jackson,28.8464,-96.4649,77970,,
Damascus,GA,Georgia,Early,31.2989,-84.717,39841,,
Whitley Gardens,CA,California,San Luis Obispo,35.6571,-120.5068,93446,,
Goodman,WI,Wisconsin,Marinette,45.6231,-88.3518,54125,,
Mackville,KY,Kentucky,Washington,37.7355,-85.0701,40069 40040,,
Pineville,AR,Arkansas,Izard,36.1612,-92.1065,72519 72566,,
Owaneco,IL,Illinois,Christian,39.4815,-89.195,62555,,
Pickstown,SD,South Dakota,Charles Mix,43.0671,-98.5295,57367,,
Lignite,ND,North Dakota,Burke,48.8772,-102.5645,58752,,
Curryville,MO,Missouri,Pike,39.3456,-91.3413,63339,,
New Providence,IA,Iowa,Hardin,42.2813,-93.1716,50206,,
Craig,MO,Missouri,Holt,40.1924,-95.3742,64437,,
Tetlin,AK,Alaska,Southeast Fairbanks,63.1481,-142.4947,99780,,
Wachapreague,VA,Virginia,Accomack,37.6064,-75.6898,23480,,
Harrisville,OH,Ohio,Harrison,40.1814,-80.8868,43974 43901 43907,,
Fostoria,IA,Iowa,Clay,43.243,-95.155,51301,,
Healy,KS,Kansas,Lane,38.603,-100.6176,67850,,
Madisonburg,PA,Pennsylvania,Centre,40.9283,-77.5189,16852 16875,,
Washta,IA,Iowa,Cherokee,42.5756,-95.7202,51061,,
Olds,IA,Iowa,Henry,41.1344,-91.5443,52647 52659,,
Keystone,WV,West Virginia,McDowell,37.4158,-81.4463,24868,,
Mentor,KY,Kentucky,Campbell,38.8902,-84.2484,41007,,
Harrison,NE,Nebraska,Sioux,42.6879,-103.8825,69346,,
Marland,OK,Oklahoma,Noble,36.5611,-97.1529,74644,,
Medicine Lake,MT,Montana,Sheridan,48.5023,-104.5017,59247,,
Bourneville,OH,Ohio,Ross,39.2829,-83.1596,45617 45681,,
Hanover,VA,Virginia,Hanover,37.7668,-77.3706,23069,,
Noxon,MT,Montana,Sanders,47.985,-115.7707,59853,,
Bath,SD,South Dakota,Brown,45.4692,-98.3236,57427,,
Burnside,PA,Pennsylvania,Clearfield,40.8133,-78.792,15721,,
Lostine,OR,Oregon,Wallowa,45.4866,-117.4294,97857,,
Riverdale,ND,North Dakota,McLean,47.4976,-101.3661,58531 58565,,
Kelford,NC,North Carolina,Bertie,36.1813,-77.2243,27847,,
Rupert,PA,Pennsylvania,Columbia,40.976,-76.4797,17815,,
Dudley,MO,Missouri,Stoddard,36.7897,-90.0917,63936,,
Dougherty,OK,Oklahoma,Murray,34.4005,-97.0514,73032,,
Jensen,UT,Utah,Uintah,40.3695,-109.3556,84035,,
Uehling,NE,Nebraska,Dodge,41.7347,-96.5057,68063,,
Winger,MN,Minnesota,Polk,47.5376,-95.9864,56592,,
Mineral,IL,Illinois,Bureau,41.3837,-89.8383,61344,,
De Kalb,MO,Missouri,Buchanan,39.5883,-94.9236,64440,,
Mountain Meadows,CO,Colorado,Boulder,40.027,-105.3832,80302,,
Bryce Canyon City,UT,Utah,Garfield,37.6814,-112.1587,84764,,
Buckland,OH,Ohio,Auglaize,40.6235,-84.2599,45895 45819,,
Norwood,GA,Georgia,Warren,33.4626,-82.7055,30821,,
Chester,NE,Nebraska,Thayer,40.0101,-97.6181,68327,,
Malden-on-Hudson,NY,New York,Ulster,42.0933,-73.9365,12453,,
Gilmore,MD,Maryland,Allegany,39.583,-78.9512,21532,,
West Havre,MT,Montana,Hill,48.5471,-109.7309,59501,,
Greenwald,MN,Minnesota,Stearns,45.6014,-94.8594,56352 56335,,
Sheppton,PA,Pennsylvania,Schuylkill,40.896,-76.1187,18248,,
Harborton,VA,Virginia,Accomack,37.6596,-75.8332,23389,,
Burdett,KS,Kansas,Pawnee,38.1935,-99.5264,67523,,
Lismore,MN,Minnesota,Nobles,43.7491,-95.948,56155,,
Heflin,LA,Louisiana,Webster,32.4565,-93.2683,71039,,
Hills and Dales,OH,Ohio,Stark,40.8292,-81.4439,44708,,
North Star,OH,Ohio,Darke,40.3243,-84.569,45362 45350,,
Berger,MO,Missouri,Franklin,38.6718,-91.3391,63014,,
Rutledge,MN,Minnesota,Pine,46.257,-92.8696,55704 55795,,
East Salem,PA,Pennsylvania,Juniata,40.6086,-77.2371,17059 17094,,
Ruthton,MN,Minnesota,Pipestone,44.1776,-96.1035,56170,,
Taylors Island,MD,Maryland,Dorchester,38.473,-76.3126,21669,,
Smithfield,IL,Illinois,Fulton,40.4744,-90.2951,61477,,
Campbellton,FL,Florida,Jackson,30.9505,-85.4025,32426,,
Andersonville,GA,Georgia,Sumter,32.1966,-84.1455,31711,,
Lake Ka-Ho,IL,Illinois,Macoupin,39.0999,-89.7463,62069,,
Jeddito,AZ,Arizona,Navajo,35.7697,-110.1305,86034,,
Skykomish,WA,Washington,King,47.7104,-121.3584,98288,,
Gratiot,OH,Ohio,Licking,39.9515,-82.2167,43740,,
Clatonia,NE,Nebraska,Gage,40.4654,-96.8512,68328,,
Highland Park,FL,Florida,Polk,27.8614,-81.5618,33898,,
Glacier View,AK,Alaska,Matanuska-Susitna,61.8511,-147.7764,99674,,
Chunchula,AL,Alabama,Mobile,30.9237,-88.2072,36521,,
Goose Lake,IA,Iowa,Clinton,41.9678,-90.3816,52750,,
Navarro,TX,Texas,Navarro,32.0007,-96.3826,75109,,
Jewett,IL,Illinois,Cumberland,39.2077,-88.2431,62436,,
Lineville,IA,Iowa,Wayne,40.587,-93.5232,50147,,
Caney City,TX,Texas,Henderson,32.2096,-96.038,75148,,
Meta,MO,Missouri,Osage,38.3123,-92.1657,65058,,
Hanksville,UT,Utah,Wayne,38.3724,-110.7138,84734,,
Clear Lake,IL,Illinois,Sangamon,39.8141,-89.5679,62707,,
Hanlontown,IA,Iowa,Worth,43.2809,-93.3789,50444,,
McCook,IL,Illinois,Cook,41.7959,-87.841,60501 60525,,
Aleknagik,AK,Alaska,Dillingham,59.2946,-158.6896,99555 99576,,
Wyola,MT,Montana,Big Horn,45.1154,-107.3738,59089,,
Detroit,AL,Alabama,Lamar,34.0274,-88.1678,35552,,
Askewville,NC,North Carolina,Bertie,36.1116,-76.9412,27983,,
Waukau,WI,Wisconsin,Winnebago,43.9862,-88.7706,54964 54963 54980,,
Sun Valley Lake,IA,Iowa,Ringgold,40.8512,-94.0685,50074,,
Lynch,NE,Nebraska,Boyd,42.8314,-98.4671,68746,,
Moore Station,TX,Texas,Henderson,32.1905,-95.5704,75770,,
El Portal,CA,California,Mariposa,37.6736,-119.799,95318,,
Sumner,NE,Nebraska,Dawson,40.949,-99.5081,68878,,
Landisburg,PA,Pennsylvania,Perry,40.343,-77.306,17040,,
Preston,MO,Missouri,Hickory,37.941,-93.2127,65732,,
Wahkon,MN,Minnesota,Mille Lacs,46.1206,-93.5223,56386,,
Gorham,IL,Illinois,Jackson,37.7151,-89.4831,62940,,
Stuckey,SC,South Carolina,Williamsburg,33.7322,-79.5132,29554,,
Welch,TX,Texas,Dawson,32.9306,-102.1256,79377,,
Bladen,NE,Nebraska,Webster,40.3233,-98.596,68928,,
Fisher,LA,Louisiana,Sabine,31.4934,-93.4597,71426,,
Thedford,NE,Nebraska,Thomas,41.9789,-100.5747,69166,,
Calvin,LA,Louisiana,Winn,31.9617,-92.7758,71483 71410,,
Pescadero,CA,California,San Mateo,37.2507,-122.3725,94060,,
Houstonia,MO,Missouri,Pettis,38.8993,-93.3594,65333,,
Gilman,MN,Minnesota,Benton,45.7353,-93.9483,56329,,
East Enterprise,IN,Indiana,Switzerland,38.8702,-84.9889,47043 47019,,
Belle Valley,OH,Ohio,Noble,39.7888,-81.5564,43717 43724,,
Teasdale,UT,Utah,Wayne,38.2851,-111.4723,84773,,
Hornick,IA,Iowa,Woodbury,42.2305,-96.0971,51026,,
Furman,SC,South Carolina,Hampton,32.6812,-81.1877,29921 29918,,
Van Dyne,WI,Wisconsin,Fond du Lac,43.8862,-88.5012,54979,,
Posen,MI,Michigan,Presque Isle,45.2623,-83.6989,49776,,
Merom,IN,Indiana,Sullivan,39.056,-87.5672,47861,,
Oakland,KY,Kentucky,Warren,37.0467,-86.2506,42159,,
Surry,VA,Virginia,Surry,37.1371,-76.8333,23883 23881,,
Loma Linda West,TX,Texas,Starr,26.4205,-98.9304,78582,,
Stinesville,IN,Indiana,Monroe,39.2999,-86.6498,47464,,
Wabbaseka,AR,Arkansas,Jefferson,34.3591,-91.7926,72175,,
