city,state_id,state_name,county_name,lat,lng,zips,status,date_completed
Newark,IL,Illinois,Kendall,41.5368,-88.5804,60541,,
Castle Hayne,NC,North Carolina,New Hanover,34.3583,-77.9114,28429,,
Celoron,NY,New York,Chautauqua,42.1053,-79.2777,14720 14701,,
Lynn,IN,Indiana,Randolph,40.0488,-84.9424,47355,,
Luxora,AR,Arkansas,Mississippi,35.7576,-89.9298,72358,,
University Heights,IA,Iowa,Johnson,41.6551,-91.5589,52246,,
Lovington,IL,Illinois,Moultrie,39.7143,-88.6315,61937,,
Abbottstown,PA,Pennsylvania,Adams,39.8843,-76.9888,17301,,
Point Lookout,NY,New York,Nassau,40.5903,-73.5795,11569,,
Wurtland,KY,Kentucky,Greenup,38.5495,-82.7788,41144,,
Schurz,NV,Nevada,Mineral,38.9366,-118.7925,89427,,
Glandorf,OH,Ohio,Putnam,41.0279,-84.0791,45875 45848,,
Cascade,ID,Idaho,Valley,44.5087,-116.0426,83611,,
De Soto,IA,Iowa,Dallas,41.5364,-94.0098,50003 50069,,
Pen Mar,PA,Pennsylvania,Franklin,39.7243,-77.515,17268,,
Rhodhiss,NC,North Carolina,Caldwell,35.7684,-81.4312,28667 28601,,
Dickeyville,WI,Wisconsin,Grant,42.6248,-90.5914,53807 53808,,
Lily Lake,IL,Illinois,Kane,41.9518,-88.4742,60151 60175,,
Callender Lake,TX,Texas,Van Zandt,32.3675,-95.6983,75778,,
Groveton,TX,Texas,Trinity,31.0572,-95.1269,75845,,
Pocono Pines,PA,Pennsylvania,Monroe,41.1149,-75.4589,18350 18348,,
Parker,SD,South Dakota,Turner,43.3978,-97.1334,57053,,
Overbrook,KS,Kansas,Osage,38.7794,-95.557,66524,,
Riverside,IA,Iowa,Washington,41.4894,-91.5558,52327,,
Lake Waynoka,OH,Ohio,Brown,38.9401,-83.7786,45171,,
Royalton,PA,Pennsylvania,Dauphin,40.1873,-76.727,17057,,
Bolivar,WV,West Virginia,Jefferson,39.3242,-77.7517,25425,,
Paradise,UT,Utah,Cache,41.5682,-111.8334,84328,,
Delevan,NY,New York,Cattaraugus,42.4913,-78.4796,14042,,
Mallory,WV,West Virginia,Logan,37.7274,-81.8206,25617 25634,,
Tyndall,SD,South Dakota,Bon Homme,42.9899,-97.8642,57066,,
Lincoln,PA,Pennsylvania,Allegheny,40.2994,-79.8554,15133 15037,,
Lyndon,KS,Kansas,Osage,38.6118,-95.6844,66451,,
Thompson,ND,North Dakota,Grand Forks,47.7753,-97.1058,58278,,
Pierceton,IN,Indiana,Kosciusko,41.1992,-85.7032,46562,,
Plains,KS,Kansas,Meade,37.2642,-100.5898,67869,,
Kenmare,ND,North Dakota,Ward,48.6728,-102.0721,58746,,
Hart,TX,Texas,Castro,34.3857,-102.115,79043,,
Afton,OK,Oklahoma,Ottawa,36.6965,-94.9579,74331,,
Mantua,OH,Ohio,Portage,41.2819,-81.2221,44255,,
Gaston,NC,North Carolina,Northampton,36.4965,-77.6449,27832,,
Beale AFB,CA,California,Yuba,39.1095,-121.3543,95903,,
Watterson Park,KY,Kentucky,Jefferson,38.189,-85.6865,40231 40218 40213,,
McCloud,CA,California,Siskiyou,41.254,-122.136,96057,,
Baudette,MN,Minnesota,Lake of the Woods,48.7119,-94.5925,56623,,
Altamont,KS,Kansas,Labette,37.1876,-95.2897,67330,,
Cape Charles,VA,Virginia,Northampton,37.257,-76.0093,23310,,
Heath Springs,SC,South Carolina,Lancaster,34.5933,-80.675,29058,,
San Pablo,NM,New Mexico,Doña Ana,32.2506,-106.7626,88005,,
Julian,CA,California,San Diego,33.0735,-116.5889,92036,,
Plandome Heights,NY,New York,Nassau,40.8021,-73.7049,11030,,
Chetopa,KS,Kansas,Labette,37.0376,-95.0926,67336,,
Silverado Resort,CA,California,Napa,38.3536,-122.2556,94558,,
Bradner,OH,Ohio,Wood,41.3237,-83.4363,43406,,
Kingston,OH,Ohio,Ross,39.4723,-82.912,45644,,
Shongopovi,AZ,Arizona,Navajo,35.8195,-110.5331,86043,,
Elkhart Lake,WI,Wisconsin,Sheboygan,43.8321,-88.0147,53020,,
María Antonia,PR,Puerto Rico,Guánica,17.9789,-66.8889,653,,
Gray,TN,Tennessee,Washington,36.4219,-82.4767,37615,,
Friars Point,MS,Mississippi,Coahoma,34.368,-90.6379,38631,,
Walton,IN,Indiana,Cass,40.6622,-86.2441,46994 46904,,
Cedar Ridge,CA,California,Tuolumne,38.0661,-120.2737,95370,,
Dasher,GA,Georgia,Lowndes,30.7462,-83.2253,31636 31601 31606,,
Danville,OH,Ohio,Knox,40.447,-82.2608,43014,,
Seabrook Beach,NH,New Hampshire,Rockingham,42.8852,-70.8235,3874,,
Browning,MT,Montana,Glacier,48.5564,-113.0151,59417,,
Rosiclare,IL,Illinois,Hardin,37.4239,-88.3501,62982,,
New London,TX,Texas,Rusk,32.2687,-94.9296,75682 75684,,
Rapids,NY,New York,Niagara,43.0976,-78.644,14094,,
Yoe,PA,Pennsylvania,York,39.9094,-76.6366,17313,,
Peggs,OK,Oklahoma,Cherokee,36.0673,-95.0718,74441,,
Oilton,OK,Oklahoma,Creek,36.0821,-96.5819,74052,,
Quogue,NY,New York,Suffolk,40.8215,-72.5987,11959,,
Colfax,IL,Illinois,McLean,40.5666,-88.616,61728,,
Keewatin,MN,Minnesota,Itasca,47.4006,-93.0828,55769 55746 55753,,
Leesburg,AL,Alabama,Cherokee,34.1839,-85.775,35983,,
Grimsley,TN,Tennessee,Fentress,36.2761,-84.997,38565 38556,,
Eclectic,AL,Alabama,Elmore,32.6387,-86.0386,36024,,
Alleghenyville,PA,Pennsylvania,Berks,40.2327,-75.9762,19540,,
Alexandria,TN,Tennessee,DeKalb,36.0791,-86.0381,37012,,
Edinburg,IL,Illinois,Christian,39.658,-89.3903,62531,,
Belfield,ND,North Dakota,Stark,46.8859,-103.199,58622,,
Pinesdale,MT,Montana,Ravalli,46.3338,-114.2231,59841,,
Palmer,PR,Puerto Rico,Río Grande,18.3699,-65.774,745,,
Ramsey,IL,Illinois,Fayette,39.1457,-89.1103,62080,,
Coal Hill,AR,Arkansas,Johnson,35.4375,-93.6647,72840 72832,,
Lemont Furnace,PA,Pennsylvania,Fayette,39.9103,-79.6629,15456,,
Cyril,OK,Oklahoma,Caddo,34.8986,-98.2031,73029,,
Cobb,CA,California,Lake,38.8356,-122.723,95426,,
Red Lick,TX,Texas,Bowie,33.4767,-94.1688,75503,,
Seelyville,IN,Indiana,Vigo,39.4936,-87.2667,47803 47878,,
Goshen,KY,Kentucky,Oldham,38.4027,-85.5825,40026,,
Enterprise,WV,West Virginia,Harrison,39.4197,-80.2834,26568 26431,,
Odin,IL,Illinois,Marion,38.6159,-89.0541,62870,,
Willards,MD,Maryland,Wicomico,38.3922,-75.3494,21874,,
Wilhoit,AZ,Arizona,Yavapai,34.4083,-112.6156,86332,,
Cherokee,AL,Alabama,Colbert,34.7577,-87.967,35616,,
Richton,MS,Mississippi,Perry,31.3495,-88.9407,39476,,
Beckemeyer,IL,Illinois,Clinton,38.6059,-89.4322,62219,,
Tesuque,NM,New Mexico,Santa Fe,35.7486,-105.921,87506 87501,,
Thornville,OH,Ohio,Perry,39.8929,-82.4142,43076,,
Waldo,FL,Florida,Alachua,29.7926,-82.1663,32694,,
Eddyville,IA,Iowa,Wapello,41.1591,-92.6297,52553,,
McCullom Lake,IL,Illinois,McHenry,42.3682,-88.2966,60050,,
North Bonneville,WA,Washington,Skamania,45.6425,-121.9692,98648 98639,,
Santa Anna,TX,Texas,Coleman,31.7369,-99.3254,76878,,
North English,IA,Iowa,Iowa,41.5168,-92.0777,52316,,
De Kalb,MS,Mississippi,Kemper,32.7707,-88.656,39328,,
Worthing,SD,South Dakota,Lincoln,43.33,-96.7683,57077,,
Eustace,TX,Texas,Henderson,32.3075,-96.0139,75124,,
North Branch,MI,Michigan,Lapeer,43.2291,-83.1903,48461,,
Winfield,TN,Tennessee,Scott,36.5637,-84.4459,37892,,
New Cumberland,WV,West Virginia,Hancock,40.5072,-80.6115,26047,,
Masaryktown,FL,Florida,Hernando,28.4417,-82.461,34604,,
Winchester,OH,Ohio,Adams,38.9436,-83.654,45697,,
Vander,NC,North Carolina,Cumberland,35.0347,-78.7888,28312,,
Salcha,AK,Alaska,Fairbanks North Star,64.5272,-146.904,99714,,
Pala,CA,California,San Diego,33.3617,-117.0696,92059,,
Rushmere,VA,Virginia,Isle of Wight,37.0836,-76.6747,23430,,
Mount Ida,AR,Arkansas,Montgomery,34.5509,-93.6309,71957,,
Chalfant,CA,California,Mono,37.5105,-118.375,93514,,
Tilghman Island,MD,Maryland,Talbot,38.7026,-76.3354,21665 21671,,
Edwards,MS,Mississippi,Hinds,32.3326,-90.6055,39066,,
Yorkville,OH,Ohio,Belmont,40.1528,-80.7079,43971,,
Wanatah,IN,Indiana,LaPorte,41.4304,-86.8926,46390,,
South Waverly,PA,Pennsylvania,Bradford,41.9955,-76.5441,18840,,
Grand Rapids,OH,Ohio,Wood,41.4078,-83.868,43522,,
Tolar,TX,Texas,Hood,32.3894,-97.9191,76476,,
Casa Blanca,AZ,Arizona,Pinal,33.1154,-111.9081,85121,,
Talmage,CA,California,Mendocino,39.1314,-123.1648,95482 95481,,
Tuttletown,CA,California,Tuolumne,38.0003,-120.4503,95370,,
Pennsboro,WV,West Virginia,Ritchie,39.2874,-80.9754,26415,,
Farmersville,OH,Ohio,Montgomery,39.6787,-84.4275,45325,,
Beaverdale,IA,Iowa,Des Moines,40.8537,-91.2077,52655 52601,,
Lakeview,MI,Michigan,Montcalm,43.4434,-85.2738,48850,,
Cambridge,NE,Nebraska,Furnas,40.2843,-100.1653,69022,,
McConnellsburg,PA,Pennsylvania,Fulton,39.932,-77.9958,17233,,
Sultana,CA,California,Tulare,36.5464,-119.3359,93666 93618,,
Audubon Park,NJ,New Jersey,Camden,39.8969,-75.089,8106,,
Scio,OR,Oregon,Linn,44.7046,-122.8508,97374,,
Electric City,WA,Washington,Grant,47.9218,-119.0475,99123 99133,,
Cedar Bluff,VA,Virginia,Tazewell,37.0876,-81.7632,24641 24609,,
Manassa,CO,Colorado,Conejos,37.1738,-105.9373,81141,,
West Cape May,NJ,New Jersey,Cape May,38.9423,-74.9377,8204,,
Halsey,OR,Oregon,Linn,44.3829,-123.1095,97348,,
Trappe,MD,Maryland,Talbot,38.6635,-76.0518,21673,,
Bude,MS,Mississippi,Franklin,31.463,-90.8509,39630,,
Clarks,LA,Louisiana,Caldwell,32.0288,-92.1408,71435 71415,,
King Cove,AK,Alaska,Aleutians East,55.0858,-162.2978,99612,,
Solomon,KS,Kansas,Dickinson,38.9215,-97.3692,67480,,
McAlisterville,PA,Pennsylvania,Juniata,40.6381,-77.273,17049,,
Cove Creek,NC,North Carolina,Watauga,36.2763,-81.783,28692 28698 28679,,
Bronte,TX,Texas,Coke,31.8857,-100.2954,76933,,
Erick,OK,Oklahoma,Beckham,35.2155,-99.8686,73645,,
Hulmeville,PA,Pennsylvania,Bucks,40.1421,-74.9075,19047,,
Shady Point,OK,Oklahoma,Le Flore,35.1278,-94.6687,74956,,
Falls Creek,PA,Pennsylvania,Jefferson,41.1421,-78.8067,15840,,
Lucerne Mines,PA,Pennsylvania,Indiana,40.5559,-79.1558,15748 15754,,
East Marion,NY,New York,Suffolk,41.1291,-72.342,11939,,
Oxford,KS,Kansas,Sumner,37.2741,-97.1695,67119,,
Enlow,PA,Pennsylvania,Allegheny,40.4523,-80.2317,15108 15126,,
Washington Boro,PA,Pennsylvania,Lancaster,40.0017,-76.467,17582 17512,,
Nickerson,KS,Kansas,Reno,38.1489,-98.0883,67561,,
Sedan,KS,Kansas,Chautauqua,37.1284,-96.1849,67361,,
St. George,KS,Kansas,Pottawatomie,39.1916,-96.4186,66535,,
Wattsville,VA,Virginia,Accomack,37.9304,-75.4953,23337 23303 23415,,
Greenwood,WI,Wisconsin,Clark,44.7655,-90.5989,54437,,
Columbus,NC,North Carolina,Polk,35.266,-82.1985,28722 28756,,
Morrisonville,IL,Illinois,Christian,39.4217,-89.459,62546,,
Sterling City,TX,Texas,Sterling,31.8392,-100.986,76951,,
Hideout,UT,Utah,Wasatch,40.6438,-111.4015,84032 84036,,
Parkers Prairie,MN,Minnesota,Otter Tail,46.153,-95.329,56361,,
Millington,MI,Michigan,Tuscola,43.2784,-83.5273,48746,,
Ladoga,IN,Indiana,Montgomery,39.9167,-86.7989,47954,,
Waverly,FL,Florida,Polk,27.9842,-81.6198,33877 33859,,
Thornport,OH,Ohio,Perry,39.9211,-82.4272,43076,,
Dexter,NY,New York,Jefferson,44.0111,-76.0425,13634,,
Scobey,MT,Montana,Daniels,48.7904,-105.4206,59263,,
Wortham,TX,Texas,Freestone,31.7897,-96.461,76693,,
Athens,MI,Michigan,Calhoun,42.0866,-85.2356,49011,,
Pastoria,VA,Virginia,Accomack,37.7446,-75.6352,23421 23301,,
Lakeport,TX,Texas,Gregg,32.405,-94.7102,75603,,
Pickens,MS,Mississippi,Holmes,32.8913,-89.9696,39146,,
Highland,KS,Kansas,Doniphan,39.8603,-95.2649,66035,,
Spring Glen,UT,Utah,Carbon,39.6561,-110.8461,84526,,
Morristown,MN,Minnesota,Rice,44.2239,-93.4445,55052,,
Chumuckla,FL,Florida,Santa Rosa,30.7826,-87.2309,32571 32565,,
Maringouin,LA,Louisiana,Iberville,30.4907,-91.5187,70757,,
Chelyan,WV,West Virginia,Kanawha,38.1958,-81.4928,25035,,
Doe Run,MO,Missouri,St. Francois,37.7454,-90.4994,63601 63637,,
La Union,NM,New Mexico,Doña Ana,31.9507,-106.6622,88021,,
Aspen Park,CO,Colorado,Jefferson,39.5423,-105.2968,80433,,
Ennis,MT,Montana,Madison,45.3461,-111.7319,59729,,
Albany,WI,Wisconsin,Green,42.7069,-89.4367,53502,,
Martin's Additions,MD,Maryland,Montgomery,38.9795,-77.0693,20815,,
Urbancrest,OH,Ohio,Franklin,39.9016,-83.0859,43123,,
Poipu,HI,Hawaii,Kauai,21.8834,-159.46,96756,,
Round Hill Village,NV,Nevada,Douglas,38.9937,-119.9233,89448,,
Libertytown,MD,Maryland,Frederick,39.4858,-77.2481,21701 21762 21791,,
Kidron,OH,Ohio,Wayne,40.744,-81.7467,44606 44618 44636,,
Wayne City,IL,Illinois,Wayne,38.3481,-88.5895,62895,,
West Kennebunk,ME,Maine,York,43.4142,-70.581,4043,,
Rowland,NC,North Carolina,Robeson,34.5362,-79.2928,28383,,
King City,MO,Missouri,Gentry,40.0505,-94.5251,64463,,
Chama,NM,New Mexico,Rio Arriba,36.8926,-106.5843,87520,,
Burgin,KY,Kentucky,Mercer,37.7544,-84.7632,40330 40310,,
Littleville,AL,Alabama,Colbert,34.5951,-87.6719,35674 35654,,
Almedia,PA,Pennsylvania,Columbia,41.0144,-76.385,17815,,
Salamatof,AK,Alaska,Kenai Peninsula,60.6154,-151.3159,99611,,
Penryn,PA,Pennsylvania,Lancaster,40.2017,-76.3675,17545 17521 17564,,
Turtle Lake,WI,Wisconsin,Barron,45.3933,-92.1452,54889,,
Ilwaco,WA,Washington,Pacific,46.3101,-124.0416,98624,,
Parkin,AR,Arkansas,Cross,35.2629,-90.553,72373,,
Rockwell,IA,Iowa,Cerro Gordo,42.98,-93.1871,50469,,
Hawesville,KY,Kentucky,Hancock,37.8962,-86.7562,42348,,
Goodland,IN,Indiana,Newton,40.7637,-87.2952,47948,,
Payson,IL,Illinois,Adams,39.8169,-91.2443,62360,,
Rolling Hills,KY,Kentucky,Jefferson,38.2825,-85.5784,40242,,
New Salem,ND,North Dakota,Morton,46.8432,-101.4178,58563,,
March ARB,CA,California,Riverside,33.8888,-117.2776,92518,,
Tabor,IA,Iowa,Fremont,40.8949,-95.6737,51653,,
Wittenberg,WI,Wisconsin,Shawano,44.8269,-89.1664,54499,,
Saddle Rock,NY,New York,Nassau,40.7947,-73.7494,11023,,
North Randall,OH,Ohio,Cuyahoga,41.4327,-81.5289,44128,,
Sutton,WV,West Virginia,Braxton,38.6663,-80.7116,26601,,
Macy,NE,Nebraska,Thurston,42.1158,-96.3667,68039,,
Greenfield,IL,Illinois,Greene,39.3443,-90.208,62044,,
Frankford,DE,Delaware,Sussex,38.5215,-75.2342,19945,,
Sloan,IA,Iowa,Woodbury,42.2319,-96.2257,51055,,
Andale,KS,Kansas,Sedgwick,37.7914,-97.6273,67001,,
Caldwell,KS,Kansas,Sumner,37.0349,-97.6089,67022,,
New London,MO,Missouri,Ralls,39.5844,-91.3987,63459,,
Harmony,MN,Minnesota,Fillmore,43.554,-92.0075,55939,,
Greene,RI,Rhode Island,Kent,41.6988,-71.7339,2827,,
Sanborn,NY,New York,Niagara,43.1451,-78.8777,14132,,
Harlowton,MT,Montana,Wheatland,46.4368,-109.835,59036,,
Montezuma,IN,Indiana,Parke,39.7911,-87.3694,47862,,
Sedillo,NM,New Mexico,Bernalillo,35.0906,-106.2869,87059,,
Muldraugh,KY,Kentucky,Meade,37.9365,-85.9915,40155,,
Cross Plains,TX,Texas,Callahan,32.1271,-99.1658,76443,,
Blue Mounds,WI,Wisconsin,Dane,43.0177,-89.8271,53517,,
Goodfield,IL,Illinois,Woodford,40.6252,-89.2694,61742,,
Ruch,OR,Oregon,Jackson,42.2314,-123.0403,97530,,
Janesville,IA,Iowa,Bremer,42.6462,-92.4626,50647,,
Gulf Stream,FL,Florida,Palm Beach,26.4894,-80.0573,33483,,
Quinton,OK,Oklahoma,Pittsburg,35.1249,-95.3676,74561,,
East Tawakoni,TX,Texas,Rains,32.9011,-95.9397,75453 75472,,
Henderson,NE,Nebraska,York,40.7795,-97.8117,68371,,
Quebrada,PR,Puerto Rico,Camuy,18.3602,-66.8353,627,,
Kittery Point,ME,Maine,York,43.0883,-70.6988,3905,,
Tumbling Shoals,AR,Arkansas,Cleburne,35.5479,-91.9688,72581,,
Lookingglass,OR,Oregon,Douglas,43.1848,-123.4999,97471,,
Chums Corner,MI,Michigan,Grand Traverse,44.6767,-85.6564,49684 49685,,
Etna,OH,Ohio,Licking,39.9542,-82.688,43062,,
Hollywood,AL,Alabama,Jackson,34.719,-85.965,35769 35752,,
Seneca,PA,Pennsylvania,Venango,41.377,-79.7073,16346,,
Morgantown,IN,Indiana,Morgan,39.3729,-86.2585,46160,,
Ironville,KY,Kentucky,Boyd,38.4562,-82.6978,41102,,
Lime Ridge,PA,Pennsylvania,Columbia,41.024,-76.3504,17815,,
Cooleemee,NC,North Carolina,Davie,35.8124,-80.5563,27028 27014,,
Summitville,IN,Indiana,Madison,40.3359,-85.6437,46070,,
Hillburn,NY,New York,Rockland,41.1264,-74.1705,10931,,
Milford,PA,Pennsylvania,Pike,41.3238,-74.8011,18337,,
Fruitland,IA,Iowa,Muscatine,41.3475,-91.1288,52749,,
Balsam Lake,WI,Wisconsin,Polk,45.4585,-92.4528,54810,,
Taft Southwest,TX,Texas,San Patricio,27.9707,-97.4047,78390,,
Coyne Center,IL,Illinois,Rock Island,41.4001,-90.5631,61264,,
Highlands,NC,North Carolina,Macon,35.0539,-83.1976,28741,,
Beach City,OH,Ohio,Stark,40.6531,-81.5796,44608,,
Squirrel Mountain Valley,CA,California,Kern,35.6176,-118.4046,93240,,
Mustang Ridge,TX,Texas,Travis,30.0576,-97.6852,78747 78610 78616,,
Choudrant,LA,Louisiana,Lincoln,32.5502,-92.5121,71227,,
Ashley,IN,Indiana,DeKalb,41.5214,-85.0614,46705,,
Machias,WA,Washington,Snohomish,47.9917,-122.0515,98258 98290,,
Westlake Corner,VA,Virginia,Franklin,37.1234,-79.6971,24184 24121 24101,,
Omaha,TX,Texas,Morris,33.182,-94.7402,75571,,
Bristol,FL,Florida,Liberty,30.4256,-84.9772,32321,,
Chevy Chase View,MD,Maryland,Montgomery,39.0192,-77.081,20895,,
Stoneboro,PA,Pennsylvania,Mercer,41.3336,-80.1121,16153,,
Fort Calhoun,NE,Nebraska,Washington,41.4563,-96.0263,68023,,
Fairton,NJ,New Jersey,Cumberland,39.3759,-75.2131,8302,,
Millport,AL,Alabama,Lamar,33.5586,-88.0817,35576,,
Ganado,AZ,Arizona,Apache,35.7016,-109.5504,86505,,
Lawton,IA,Iowa,Woodbury,42.4769,-96.1851,51030,,
Boyce,LA,Louisiana,Rapides,31.3905,-92.6699,71409,,
Accoville,WV,West Virginia,Logan,37.7652,-81.827,25606,,
Taylorsville,IN,Indiana,Bartholomew,39.2964,-85.9503,47280,,
Whitewood,SD,South Dakota,Lawrence,44.4617,-103.6382,57793,,
Scotts Hill,TN,Tennessee,Decatur,35.5188,-88.2526,38374,,
Logan,NM,New Mexico,Quay,35.3576,-103.4426,88426,,
Henefer,UT,Utah,Summit,41.0138,-111.4933,84033,,
Lazy Acres,CO,Colorado,Boulder,40.0837,-105.3313,80302,,
Lightstreet,PA,Pennsylvania,Columbia,41.0407,-76.4175,17815 17859,,
Linton,ND,North Dakota,Emmons,46.2685,-100.2337,58552,,
San Miguel,NM,New Mexico,Doña Ana,32.1535,-106.7269,88044,,
Bradford,TN,Tennessee,Gibson,36.0737,-88.8158,38316,,
Sunflower,MS,Mississippi,Sunflower,33.5444,-90.5373,38778,,
Palo Alto,PA,Pennsylvania,Schuylkill,40.6861,-76.1699,17901,,
Tulelake,CA,California,Siskiyou,41.9534,-121.4752,96134,,
Auxvasse,MO,Missouri,Callaway,39.0174,-91.8958,65231,,
Kootenai,ID,Idaho,Bonner,48.3119,-116.5172,83864 83840,,
Cane Savannah,SC,South Carolina,Sumter,33.8923,-80.4395,29154,,
Elsie,MI,Michigan,Clinton,43.0895,-84.3889,48831,,
Ellerbe,NC,North Carolina,Richmond,35.0718,-79.7595,28338,,
Mexico,IN,Indiana,Miami,40.8143,-86.1113,46970 46958,,
Bay Head,NJ,New Jersey,Ocean,40.0701,-74.0482,8742,,
Monte Rio,CA,California,Sonoma,38.4683,-123.0147,95462 95486,,
Paullina,IA,Iowa,O'Brien,42.9799,-95.6836,51046,,
Sterrett,AL,Alabama,Shelby,33.449,-86.4645,35147 35178,,
Hightsville,NC,North Carolina,New Hanover,34.2667,-77.9344,28401,,
Thrall,TX,Texas,Williamson,30.5882,-97.2983,76578,,
Bennet,NE,Nebraska,Lancaster,40.6818,-96.5039,68317,,
Linesville,PA,Pennsylvania,Crawford,41.6564,-80.4224,16424,,
Corvallis,MT,Montana,Ravalli,46.314,-114.1121,59828,,
Arapahoe,NE,Nebraska,Furnas,40.3048,-99.8979,68922,,
Lawrence,MI,Michigan,Van Buren,42.2157,-86.0534,49064,,
Belmont,WI,Wisconsin,Lafayette,42.7379,-90.3345,53510,,
Clarence,IA,Iowa,Cedar,41.8857,-91.0578,52216,,
McGraw,NY,New York,Cortland,42.5938,-76.0975,13101,,
Stonewall,MS,Mississippi,Clarke,32.1364,-88.7958,39330 39363,,
Wanblee,SD,South Dakota,Jackson,43.5706,-101.6627,57577,,
Buffalo Soapstone,AK,Alaska,Matanuska-Susitna,61.7073,-149.1095,99645,,
Kaumakani,HI,Hawaii,Kauai,21.9187,-159.6241,96747,,
Napoleon,MI,Michigan,Jackson,42.1658,-84.2416,49201 49261,,
Derma,MS,Mississippi,Calhoun,33.8589,-89.2878,38916,,
Rice,TX,Texas,Navarro,32.2388,-96.4978,75155,,
Poca,WV,West Virginia,Putnam,38.4729,-81.8124,25159,,
Alcorn State University,MS,Mississippi,Claiborne,31.8804,-91.1407,39096,,
Bluewater,AZ,Arizona,La Paz,34.1681,-114.2667,85344,,
Tahoma,CA,California,Placer,39.0633,-120.1438,96142 96141,,
Dunlap,IA,Iowa,Harrison,41.8526,-95.6006,51529,,
Roberta,GA,Georgia,Crawford,32.7196,-84.0104,31078,,
Allison,IA,Iowa,Butler,42.752,-92.7957,50602,,
Loup City,NE,Nebraska,Sherman,41.2766,-98.9678,68853,,
St. Joseph,LA,Louisiana,Tensas,31.9202,-91.2401,71366,,
Buhl,MN,Minnesota,St. Louis,47.4994,-92.7692,55713 55710 55758,,
Laurys Station,PA,Pennsylvania,Lehigh,40.7232,-75.5366,18059,,
Shellsburg,IA,Iowa,Benton,42.0929,-91.8712,52332,,
Sunrise Lake,PA,Pennsylvania,Pike,41.3136,-74.9638,18337,,
Jasper,MO,Missouri,Jasper,37.3354,-94.3023,64755,,
Meredosia,IL,Illinois,Morgan,39.8308,-90.5569,62665,,
Gideon,MO,Missouri,New Madrid,36.4489,-89.9128,63848,,
Earth,TX,Texas,Lamb,34.2338,-102.4091,79031,,
Keota,IA,Iowa,Keokuk,41.3651,-91.9533,52248,,
Papaikou,HI,Hawaii,Hawaii,19.7917,-155.0962,96781,,
Chebanse,IL,Illinois,Kankakee,41.0058,-87.9098,60922,,
Franklin,GA,Georgia,Heard,33.2797,-85.0985,30217,,
Jamesport,NY,New York,Suffolk,40.9546,-72.5807,11948 11901 11970 11947,,
Oil City,LA,Louisiana,Caddo,32.7453,-93.9758,71061,,
Laurel,NY,New York,Suffolk,40.9728,-72.556,11948 11952,,
South Lebanon,OR,Oregon,Linn,44.5054,-122.8959,97355,,
Scotland,PA,Pennsylvania,Franklin,39.9697,-77.5844,17254 17202,,
Wolcott,IN,Indiana,White,40.7591,-87.042,47995,,
Biwabik,MN,Minnesota,St. Louis,47.5551,-92.3233,55705 55708,,
Collinsburg,PA,Pennsylvania,Westmoreland,40.2196,-79.7846,15089 15012,,
Mentone,IN,Indiana,Kosciusko,41.174,-86.0382,46539,,
Cleone,CA,California,Mendocino,39.4927,-123.7812,95437,,
Westley,CA,California,Stanislaus,37.5444,-121.2035,95363 95387,,
Healy,AK,Alaska,Denali,63.9454,-149.0152,99755 99743,,
Sunnyside,GA,Georgia,Ware,31.2406,-82.3411,31501,,
Chase,PA,Pennsylvania,Luzerne,41.2801,-75.9649,18708,,
Mazon,IL,Illinois,Grundy,41.2417,-88.4231,60444,,
Powell,AL,Alabama,DeKalb,34.5325,-85.8979,35986 35971,,
Woodlawn Park,KY,Kentucky,Jefferson,38.2615,-85.6305,40207,,
Rapids City,IL,Illinois,Rock Island,41.5786,-90.3399,61275 61278,,
Laurie,MO,Missouri,Morgan,38.208,-92.8253,65037 65038,,
Aynor,SC,South Carolina,Horry,34.0001,-79.2072,29544 29511,,
Herald,CA,California,Sacramento,38.2913,-121.2318,95632 95638,,
Mill Neck,NY,New York,Nassau,40.8839,-73.5582,11765,,
Dillon,CO,Colorado,Summit,39.6213,-106.0392,80435,,
Mount Vernon,MD,Maryland,Somerset,38.2448,-75.7825,21853,,
Bremond,TX,Texas,Robertson,31.1657,-96.676,76629,,
Marion,MT,Montana,Flathead,48.0858,-114.6711,59925,,
Houston,MN,Minnesota,Houston,43.7582,-91.5707,55943,,
Hagan,GA,Georgia,Evans,32.1536,-81.9305,30417 30429,,
Genesee,ID,Idaho,Latah,46.5516,-116.9284,83832,,
Green Lake,WI,Wisconsin,Green Lake,43.8441,-88.956,54941,,
Springville,CA,California,Tulare,36.1168,-118.8345,93265,,
Vanceboro,NC,North Carolina,Craven,35.303,-77.1567,28586,,
Treynor,IA,Iowa,Pottawattamie,41.232,-95.6064,51575,,
Friend,NE,Nebraska,Saline,40.6505,-97.2838,68359,,
White Mills,PA,Pennsylvania,Wayne,41.535,-75.2021,18473 18428,,
Metcalfe,MS,Mississippi,Washington,33.4505,-91.0017,38760 38703,,
Montezuma,KS,Kansas,Gray,37.5923,-100.4502,67867,,
Troy,MT,Montana,Lincoln,48.4614,-115.8909,59935,,
Odell,IL,Illinois,Livingston,41.0021,-88.5224,60460,,
Leroy,AL,Alabama,Washington,31.4952,-87.969,36548,,
Kittredge,CO,Colorado,Jefferson,39.6593,-105.3045,80439 80457,,
Ottoville,OH,Ohio,Putnam,40.9343,-84.3383,45876 45844,,
Harvard,NE,Nebraska,Clay,40.6201,-98.0961,68944,,
